Title,Release Year,Genre,IMDB Rating,Runtime,Age Rating,Production Country,Streaming Service,URL,type
Munjya,2024,"['Comedy', ' Horror']",6.5,2h 3min,UA,India,['Hotstar'],https://www.justwatch.com/in/movie/munjha,movie
Double Ismart,2024,"['Mystery & Thriller', ' Action & Adventure', ' Science-Fiction']",2.9,2h 36min,UA,India,['Amazon Prime Video'],https://www.justwatch.com/in/movie/double-ismart,movie
Siddharth Roy,2024,"['Drama', ' Romance']",7.2,2h 28min,A,India,['aha'],https://www.justwatch.com/in/movie/siddharth-roy,movie
Laila Majnu,2018,"['Drama', ' Romance']",7.7,2h 19min,UA,India,['Zee5'],https://www.justwatch.com/in/movie/laila-majnu,movie
Inside Out 2,2024,"['Animation', ' Drama', ' Comedy', ' Kids & Family', ' Fantasy']",7.6,1h 37min,U,United States,['Apple TV'],https://www.justwatch.com/in/movie/inside-out-2,movie
Nunakkuzhi,2024,"['Comedy', ' Kids & Family']",6.8,2h 5min,UA,India,['Zee5'],https://www.justwatch.com/in/movie/nunakuzhi,movie
Rebel Ridge,2024,"['Crime', ' Action & Adventure', ' Mystery & Thriller', ' Drama']",6.9,2h 12min,UA,United States,['Netflix'],https://www.justwatch.com/in/movie/rebel-ridge,movie
The Fall Guy,2024,"['Romance', ' Action & Adventure', ' Comedy', ' Drama']",6.9,2h 6min,UA,"Australia, Canada, United States",['Apple TV'],https://www.justwatch.com/in/movie/the-fall-guy,movie
Mr Bachchan,2024,"['Drama', ' Romance', ' Action & Adventure', ' Mystery & Thriller', ' Crime']",3.6,2h 40min,UA,India,['Netflix'],https://www.justwatch.com/in/movie/mr-bachchan,movie
The Beast,2024,"['Drama', ' Romance', ' Science-Fiction', ' Mystery & Thriller']",6.5,2h 26min,UA,"France, Canada",['Amazon Prime Video'],https://www.justwatch.com/in/movie/la-bete,movie
Raayan,2024,"['Action & Adventure', ' Drama', ' Mystery & Thriller']",6.5,2h 25min,A,India,['Amazon Prime Video'],https://www.justwatch.com/in/movie/raayan,movie
Thalavan,2024,"['Crime', ' Mystery & Thriller', ' Drama']",7.2,2h 13min,A,India,['Apple TV+'],https://www.justwatch.com/in/movie/thalavan,movie
Maharaja,2024,"['Action & Adventure', ' Crime', ' Drama', ' Mystery & Thriller']",8.5,2h 21min,A,India,['Netflix'],https://www.justwatch.com/in/movie/maharaja-2024,movie
Salaar,2023,"['Mystery & Thriller', ' Action & Adventure', ' Crime', ' Drama']",6.6,2h 55min,A,India,['VI movies and tv'],https://www.justwatch.com/in/movie/salaar,movie
Aavesham,2024,"['Comedy', ' Action & Adventure']",7.8,2h 38min,A,India,['Amazon Prime Video'],https://www.justwatch.com/in/movie/aavesham-2024,movie
Ulajh,2024,"['Mystery & Thriller', ' Drama']",6.5,2h 14min,UA,India,['Netflix'],https://www.justwatch.com/in/movie/ulajh,movie
Vaazha: Biopic of a Billion Boys,2024,"['Comedy', ' Drama']",7.3,2h 5min,UA,India,['Hotstar'],https://www.justwatch.com/in/movie/vaazha,movie
Prisoners,2013,"['Drama', ' Crime', ' Mystery & Thriller']",8.2,2h 33min,A,United States,['Amazon Prime Video'],https://www.justwatch.com/in/movie/prisoners,movie
Je Jatt Vigad Gya,2024,['Drama'],4.9,2h 12min,A,India,['Apple TV+'],https://www.justwatch.com/in/movie/je-jatt-vigad-gya,movie
365 Days,2020,"['Drama', ' Romance', ' Made in Europe']",3.3,1h 54min,A,Poland,['Netflix'],https://www.justwatch.com/in/movie/365-days,movie
Trisha on the Rocks,2024,"['Comedy', ' Romance']",5.4,2h 52min,UA,India,['Amazon Prime Video'],https://www.justwatch.com/in/movie/trisha-on-the-rocks,movie
Devara Part 1,2024,"['Action & Adventure', ' Drama', ' Mystery & Thriller']",6.5,2h 56min,UA,India,['Bookmyshow'],https://www.justwatch.com/in/movie/ntr-30,movie
It Ends with Us,2024,"['Drama', ' Romance']",6.5,2h 10min,A,United States,['Apple TV'],https://www.justwatch.com/in/movie/it-ends-with-us,movie
Pechi,2024,"['Horror', ' Fantasy']",6.0,1h 50min,UA,India,['Amazon Prime Video'],https://www.justwatch.com/in/movie/pechi,movie
The Buckingham Murders,2024,"['Drama', ' Mystery & Thriller', ' Crime']",7.2,1h 47min,UA,"United Kingdom, India",['Bookmyshow'],https://www.justwatch.com/in/movie/the-buckingham-murders,movie
Gifted,2017,"['Drama', ' Comedy']",7.6,1h 41min,UA,"United Kingdom, United States",['Netflix'],https://www.justwatch.com/in/movie/gifted,movie
Auron Mein Kahan Dum Tha,2024,"['Drama', ' Romance', ' Action & Adventure', ' Crime']",7.3,2h 30min,UA,India,['Amazon Prime Video'],https://www.justwatch.com/in/movie/auron-mein-kahan-dumtha,movie
Bhediya,2022,"['Comedy', ' Horror', ' Mystery & Thriller']",6.7,2h 36min,UA,India,['Jio Cinema'],https://www.justwatch.com/in/movie/bhediya,movie
Khel Khel Mein,2024,"['Comedy', ' Drama']",7.1,2h 15min,UA,India,['Apple TV+'],https://www.justwatch.com/in/movie/khel-khel-mein,movie
Kottukkaali,2024,['Drama'],6.5,1h 44min,UA,India,['Amazon Prime Video'],https://www.justwatch.com/in/movie/kottukkaali,movie
Committee Kurrollu,2024,['Drama'],8.7,2h 36min,UA,India,['Bookmyshow'],https://www.justwatch.com/in/movie/committee-kurrollu,movie
Mathu Vadalara,2019,"['Crime', ' Comedy', ' Mystery & Thriller', ' Action & Adventure']",8.2,2h 10min,UA,India,['Amazon Prime Video'],https://www.justwatch.com/in/movie/mathu-vadalara,movie
Despicable Me 4,2024,"['Animation', ' Kids & Family', ' Comedy', ' Action & Adventure', ' Science-Fiction', ' Crime']",6.2,1h 34min,U,United States,['Apple TV'],https://www.justwatch.com/in/movie/despicable-me-4-2024,movie
Bad Boys: Ride or Die,2024,"['Mystery & Thriller', ' Comedy', ' Action & Adventure', ' Crime']",6.6,1h 55min,A,United States,['Apple TV'],https://www.justwatch.com/in/movie/bad-boys-4,movie
Challengers,2024,"['Romance', ' Comedy', ' Drama', ' Sport']",7.2,2h 12min,A,"Italy, United States",['Amazon Prime Video'],https://www.justwatch.com/in/movie/challengers,movie
#AAY,2024,['Comedy'],6.5,2h 22min,A,India,['Netflix'],https://www.justwatch.com/in/movie/aay,movie
Kishkindha Kaandam,2024,"['Drama', ' Mystery & Thriller']",8.6,2h 13min,UA,India,['Bookmyshow'],https://www.justwatch.com/in/movie/kishkkindha-kandam,movie
Demonte Colony,2015,"['Horror', ' Mystery & Thriller']",7.0,1h 56min,UA,India,['Zee5'],https://www.justwatch.com/in/movie/demonte-colony,movie
Longlegs,2024,"['Crime', ' Horror', ' Mystery & Thriller']",6.7,1h 41min,A,"Canada, United States",['Apple TV+'],https://www.justwatch.com/in/movie/longlegs,movie
Golam,2024,['Crime'],7.2,2h 0min,UA,India,['Amazon Prime Video'],https://www.justwatch.com/in/movie/golam,movie
Dune: Part Two,2024,"['Science-Fiction', ' Action & Adventure', ' Drama']",8.5,2h 47min,UA,United States,['Apple TV'],https://www.justwatch.com/in/movie/dune-part-two,movie
Joker,2019,"['Crime', ' Mystery & Thriller', ' Drama']",8.4,2h 2min,A,"United States, Canada",['Amazon Prime Video'],https://www.justwatch.com/in/movie/joker-2019,movie
Laapataa Ladies,2024,"['Comedy', ' Drama']",8.4,2h 2min,UA,India,['Netflix'],https://www.justwatch.com/in/movie/laapataa-ladies,movie
Apocalypto,2006,"['Drama', ' History', ' Action & Adventure', ' Mystery & Thriller']",7.8,2h 19min,A,"United States, United Kingdom",['Amazon Prime Video'],https://www.justwatch.com/in/movie/apocalypto,movie
Godzilla x Kong: The New Empire,2024,"['Action & Adventure', ' Science-Fiction', ' Fantasy', ' Mystery & Thriller']",6.1,1h 55min,UA,United States,['Apple TV'],https://www.justwatch.com/in/movie/godzilla-x-kong-the-new-empire,movie
Sam Bahadur,2023,"['Drama', ' War & Military', ' History']",7.7,2h 30min,UA,India,['Zee5'],https://www.justwatch.com/in/movie/sam-bahadur,movie
Furiosa: A Mad Max Saga,2024,"['Action & Adventure', ' Science-Fiction', ' Mystery & Thriller']",7.5,2h 28min,A,"Australia, United States",['Apple TV'],https://www.justwatch.com/in/movie/furiosa,movie
Raghu Thatha,2024,"['Comedy', ' Drama']",6.2,2h 14min,U,India,['Zee5'],https://www.justwatch.com/in/movie/raghu-thatha,movie
Bramayugam,2024,"['Drama', ' Horror', ' Mystery & Thriller']",7.8,2h 19min,UA,India,['Sony Liv'],https://www.justwatch.com/in/movie/bramayugam,movie
Twisters,2024,"['Mystery & Thriller', ' Action & Adventure']",6.6,2h 3min,UA,United States,['Apple TV'],https://www.justwatch.com/in/movie/twisters,movie
Exhuma,2024,"['Mystery & Thriller', ' Horror', ' Drama']",6.9,2h 14min,UA,South Korea,['Amazon Prime Video'],https://www.justwatch.com/in/movie/exhuma,movie
Chandu Champion,2024,"['History', ' Sport', ' War & Military', ' Action & Adventure', ' Drama']",7.9,2h 22min,UA,India,['Amazon Prime Video'],https://www.justwatch.com/in/movie/chandu-champion,movie
Harry Potter and the Philosopher's Stone,2001,"['Action & Adventure', ' Fantasy', ' Kids & Family']",7.6,2h 32min,U,"United States, United Kingdom",['Apple TV'],https://www.justwatch.com/in/movie/harry-potter-and-the-philosophers-stone,movie
Berlin,2023,"['Mystery & Thriller', ' Drama']",7.0,2h 5min,U,India,['Zee5'],https://www.justwatch.com/in/movie/berlin-2023,movie
Rathnam,2024,"['Action & Adventure', ' Romance']",5.4,2h 39min,U,India,['Amazon Prime Video'],https://www.justwatch.com/in/movie/rathnam,movie
Vedaa,2024,"['Mystery & Thriller', ' Action & Adventure', ' Drama']",6.6,2h 30min,UA,India,['Bookmyshow'],https://www.justwatch.com/in/movie/vedaa,movie
Alien: Romulus,2024,"['Horror', ' Science-Fiction', ' Action & Adventure', ' Mystery & Thriller']",7.4,1h 59min,A,United States,['Apple TV+'],https://www.justwatch.com/in/movie/alien-romulus,movie
Aattam,2024,"['Mystery & Thriller', ' Drama']",8.2,2h 19min,UA,India,['Amazon Prime Video'],https://www.justwatch.com/in/movie/aattam,movie
The Goat Life,2024,['Drama'],7.1,2h 0min,UA,"India, United States",['Netflix'],https://www.justwatch.com/in/movie/aadujeevitham,movie
Oppenheimer,2023,"['History', ' Drama']",8.3,3h 0min,UA,"United States, United Kingdom",['Apple TV'],https://www.justwatch.com/in/movie/oppenheimer,movie
Bibi Rajni,2024,"['Kids & Family', ' History', ' Drama']",8.6,2h 23min,U,India,['Apple TV+'],https://www.justwatch.com/in/movie/rajni-2024,movie
What You Wish For,2023,['Mystery & Thriller'],6.7,1h 42min,U,"Colombia, United States",['Amazon Prime Video'],https://www.justwatch.com/in/movie/what-you-wish-for,movie
Welcome Home,2020,"['Mystery & Thriller', ' Crime', ' Drama', ' Horror']",7.4,2h 5min,A,India,['Apple TV+'],https://www.justwatch.com/in/movie/welcome-home,movie
Animal,2023,"['Drama', ' Mystery & Thriller', ' Action & Adventure', ' Crime']",6.1,3h 24min,A,India,['Netflix'],https://www.justwatch.com/in/movie/animal-2022,movie
His Three Daughters,2024,"['Drama', ' Comedy']",7.2,1h 41min,A,United States,['Netflix'],https://www.justwatch.com/in/movie/his-three-daughters,movie
"The Gangster, the Cop, the Devil",2019,"['Mystery & Thriller', ' Crime', ' Action & Adventure']",7.0,1h 49min,A,South Korea,['Apple TV+'],https://www.justwatch.com/in/movie/the-gangster-the-cop-the-devil,movie
Mangalavaaram,2023,"['Action & Adventure', ' Horror', ' Mystery & Thriller']",6.7,2h 29min,A,India,['VI movies and tv'],https://www.justwatch.com/in/movie/mangalavaram,movie
CTRL,2024,"['Mystery & Thriller', ' Drama']",6.4,1h 39min,A,India,['Netflix'],https://www.justwatch.com/in/movie/ctrl-2024,movie
96,2018,"['Romance', ' Drama']",8.5,2h 39min,U,India,['Sony Liv'],https://www.justwatch.com/in/movie/96,movie
Land of Bad,2024,"['Action & Adventure', ' War & Military', ' Mystery & Thriller']",6.6,1h 53min,A,"Czech Republic, United States, Australia",['Amazon Prime Video'],https://www.justwatch.com/in/movie/land-of-bad,movie
Kalinga,2024,['Horror'],9.1,1h 56min,A,India,['Amazon Prime Video'],https://www.justwatch.com/in/movie/kalinga-2024,movie
Veer-Zaara,2004,"['Drama', ' Romance', ' Kids & Family']",7.8,3h 12min,U,India,['Amazon Prime Video'],https://www.justwatch.com/in/movie/veer-zaara,movie
Geostorm,2017,"['Mystery & Thriller', ' Action & Adventure', ' Science-Fiction']",5.3,1h 50min,U,"United States, Canada, Hong Kong",['Apple TV'],https://www.justwatch.com/in/movie/geostorm,movie
American Psycho,2000,"['Drama', ' Crime', ' Mystery & Thriller', ' Horror']",7.6,1h 42min,A,"United States, Canada",['Amazon Prime Video'],https://www.justwatch.com/in/movie/american-psycho,movie
Subservience,2024,"['Science-Fiction', ' Mystery & Thriller', ' Horror']",5.1,1h 46min,A,United States,['Apple TV+'],https://www.justwatch.com/in/movie/subservience,movie
Maharshi,2019,"['Drama', ' Action & Adventure']",7.2,2h 56min,UA,India,['Amazon Prime Video'],https://www.justwatch.com/in/movie/maharshi,movie
Evil Dead Rise,2023,"['Horror', ' Mystery & Thriller']",6.5,1h 36min,A,"New Zealand, United States, Ireland",['Apple TV'],https://www.justwatch.com/in/movie/evil-dead-rise,movie
Taken,2008,"['Action & Adventure', ' Mystery & Thriller', ' Crime']",7.7,1h 35min,A,"France, United States",['Lionsgate Play'],https://www.justwatch.com/in/movie/taken,movie
Kill Bill: Vol. 1,2003,"['Action & Adventure', ' Crime', ' Mystery & Thriller']",8.2,1h 51min,A,United States,['Amazon Prime Video'],https://www.justwatch.com/in/movie/kill-bill-vol-1,movie
Three Thousand Years of Longing,2022,"['Romance', ' Drama', ' Fantasy']",6.7,1h 48min,A,"China, United Kingdom, Australia",['Amazon Prime Video'],https://www.justwatch.com/in/movie/three-thousand-years-of-longing,movie
Hanu-Man,2024,"['Fantasy', ' Action & Adventure', ' Comedy', ' Science-Fiction']",7.8,2h 39min,UA,India,['Jio Cinema'],https://www.justwatch.com/in/movie/hanu-man,movie
Trap,2024,"['Crime', ' Horror', ' Mystery & Thriller']",6.0,1h 45min,UA,United States,['Apple TV'],https://www.justwatch.com/in/movie/trap-2024,movie
Adbhut,2024,"['Mystery & Thriller', ' Drama']",5.3,2h 0min,UA,India,['Apple TV+'],https://www.justwatch.com/in/movie/adbhut,movie
Ruslaan,2024,"['Action & Adventure', ' Mystery & Thriller']",3.4,2h 20min,UA,India,['Jio Cinema'],https://www.justwatch.com/in/movie/ruslaan,movie
Bhimaa,2024,"['Fantasy', ' Action & Adventure']",5.2,2h 21min,UA,India,['VI movies and tv'],https://www.justwatch.com/in/movie/bhimaa,movie
The Substance,2024,"['Science-Fiction', ' Horror', ' Comedy', ' Drama']",7.9,2h 21min,UA,"United Kingdom, United States, France",['Apple TV+'],https://www.justwatch.com/in/movie/the-substance,movie
A Quiet Place: Day One,2024,"['Horror', ' Science-Fiction', ' Mystery & Thriller', ' Drama']",6.3,1h 39min,UA,"United Kingdom, Canada, United States",['Apple TV'],https://www.justwatch.com/in/movie/a-quiet-place-day-one,movie
Rockstar,2011,"['Music & Musical', ' Romance', ' Drama']",7.8,2h 39min,UA,India,['Apple TV'],https://www.justwatch.com/in/movie/rockstar,movie
John Wick,2014,"['Action & Adventure', ' Mystery & Thriller', ' Crime']",7.4,1h 41min,UA,United States,['Apple TV'],https://www.justwatch.com/in/movie/john-wick,movie
From,2022,"['Science-Fiction', ' Mystery & Thriller', ' Drama', ' Horror']",7.7,50min,,United States,['Amazon Prime Video'],https://www.justwatch.com/in/tv-show/from,tv_show
Taaza Khabar,2023,"['Science-Fiction', ' Mystery & Thriller', ' Action & Adventure', ' Comedy', ' Drama', ' Fantasy']",8.1,30min,,India,['Amazon Prime Video'],https://www.justwatch.com/in/tv-show/taaza-khabar,tv_show
Mirzapur,2018,"['Action & Adventure', ' Drama', ' Crime', ' Mystery & Thriller']",8.4,50min,A,India,['Amazon Prime Video'],https://www.justwatch.com/in/tv-show/mirzapur,tv_show
The Penguin,2024,"['Drama', ' Fantasy', ' Crime']",8.8,1h 1min,,United States,['Jio Cinema'],https://www.justwatch.com/in/tv-show/the-penguin,tv_show
Adam's Sweet Agony,2024,['Animation'],,3min,,Japan,['Amazon Prime Video'],https://www.justwatch.com/in/tv-show/adams-sweet-agony,tv_show
Call Me Bae,2024,"['Romance', ' Drama', ' Comedy']",6.2,39min,,India,['Amazon Prime Video'],https://www.justwatch.com/in/tv-show/call-me-bae,tv_show
The Lord of the Rings: The Rings of Power,2022,"['Action & Adventure', ' Science-Fiction', ' Drama', ' Fantasy']",6.9,1h 8min,,United States,['Amazon Prime Video'],https://www.justwatch.com/in/tv-show/the-lord-of-the-rings-the-rings-of-power,tv_show
Gyaarah Gyaarah,2024,"['Drama', ' Fantasy', ' Science-Fiction']",8.2,44min,A,India,['Zee5'],https://www.justwatch.com/in/tv-show/gyaarah-gyaarah,tv_show
Shōgun,2024,"['War & Military', ' Drama', ' History']",8.6,59min,,United States,['Hotstar'],https://www.justwatch.com/in/tv-show/shogun-2024,tv_show
The Old Man,2022,"['Action & Adventure', ' Drama', ' Mystery & Thriller']",7.6,53min,,United States,['Hotstar'],https://www.justwatch.com/in/tv-show/the-old-man,tv_show
Game of Thrones,2011,"['Action & Adventure', ' Science-Fiction', ' Drama', ' Fantasy']",9.2,58min,U,United States,['Jio Cinema'],https://www.justwatch.com/in/tv-show/game-of-thrones,tv_show
IC 814: The Kandahar Hijack,2024,"['Drama', ' History', ' Mystery & Thriller', ' War & Military']",5.6,38min,,India,['Netflix'],https://www.justwatch.com/in/tv-show/ic-814,tv_show
Panchayat,2020,"['Drama', ' Comedy']",9.0,35min,,India,['Amazon Prime Video'],https://www.justwatch.com/in/tv-show/panchayat,tv_show
Agatha All Along,2024,"['Science-Fiction', ' Action & Adventure', ' Mystery & Thriller', ' Comedy', ' Drama', ' Fantasy']",6.8,39min,,United States,['Hotstar'],https://www.justwatch.com/in/tv-show/agatha-house-of-harkness,tv_show
House of the Dragon,2022,"['Action & Adventure', ' Science-Fiction', ' Drama', ' Fantasy', ' Romance']",8.4,1h 2min,A,United States,['Jio Cinema'],https://www.justwatch.com/in/tv-show/house-of-the-dragon,tv_show
Tulsa King,2022,"['Drama', ' Crime']",8.0,40min,,United States,['Jio Cinema'],https://www.justwatch.com/in/tv-show/tulsa-king,tv_show
XXX: Uncensored,2018,"['Comedy', ' Drama', ' Romance']",4.8,22min,,India,['Alt Balaji'],https://www.justwatch.com/in/tv-show/x-x-x-uncensored,tv_show
Only Murders in the Building,2021,"['Comedy', ' Crime', ' Drama', ' Mystery & Thriller']",8.1,35min,,United States,['Hotstar'],https://www.justwatch.com/in/tv-show/only-murders-in-the-building,tv_show
Nobody Wants This,2024,['Comedy'],8.2,26min,,United States,['Netflix'],https://www.justwatch.com/in/tv-show/nobody-wants-this,tv_show
The Boys,2019,"['Action & Adventure', ' Science-Fiction', ' Crime', ' Drama', ' Comedy']",8.7,1h 1min,A,United States,['Amazon Prime Video'],https://www.justwatch.com/in/tv-show/the-boys,tv_show
Bigg Boss,2006,"['Reality TV', ' Kids & Family']",3.6,1h 15min,,India,['Hotstar'],https://www.justwatch.com/in/tv-show/bigg-boss,tv_show
Mastram,2020,"['Drama', ' Comedy', ' Fantasy']",6.9,28min,,India,['VI movies and tv'],https://www.justwatch.com/in/tv-show/mastram,tv_show
Tell Me Lies,2022,['Drama'],6.7,50min,A,United States,['Hotstar'],https://www.justwatch.com/in/tv-show/tell-me-lies,tv_show
Attack on Titan,2013,"['Animation', ' Action & Adventure', ' Drama', ' Fantasy', ' Horror', ' Science-Fiction']",9.1,25min,UA,Japan,['Anime Times Amazon Channel'],https://www.justwatch.com/in/tv-show/attack-on-titan,tv_show
Shekhar Home,2024,"['Crime', ' Drama']",8.2,42min,,India,['Jio Cinema'],https://www.justwatch.com/in/tv-show/shekhar-home,tv_show
Breaking Bad,2008,"['Drama', ' Crime', ' Mystery & Thriller']",9.5,47min,A,United States,['Netflix'],https://www.justwatch.com/in/tv-show/breaking-bad,tv_show
The Perfect Couple,2024,"['Mystery & Thriller', ' Crime', ' Drama']",6.5,51min,A,United States,['Netflix'],https://www.justwatch.com/in/tv-show/the-perfect-couple,tv_show
The Great Indian Kapil Show,2024,['Comedy'],6.8,57min,,India,['Netflix'],https://www.justwatch.com/in/tv-show/untitled-kapil-sharma-netflix-project,tv_show
Farzi,2023,"['Crime', ' Drama', ' Mystery & Thriller']",8.3,56min,,India,['Amazon Prime Video'],https://www.justwatch.com/in/tv-show/farzi,tv_show
Slow Horses,2022,"['Crime', ' Drama', ' Comedy', ' Mystery & Thriller']",8.2,45min,A,United Kingdom,['Apple TV Plus'],https://www.justwatch.com/in/tv-show/slow-horses,tv_show
Monsters: The Lyle and Erik Menendez Story,2024,"['Drama', ' Crime', ' Horror', ' Mystery & Thriller']",7.9,52min,A,United States,['Netflix'],https://www.justwatch.com/in/tv-show/monsters-the-lyle-and-erik-menendez-story,tv_show
Into the Fire: The Lost Daughter,2024,"['Crime', ' Documentary', ' Mystery & Thriller']",7.6,1h 16min,,United States,['Netflix'],https://www.justwatch.com/in/tv-show/into-the-fire-the-lost-daughter,tv_show
Auto Shankar,2019,"['Crime', ' Mystery & Thriller']",6.8,30min,UA,India,['Zee5'],https://www.justwatch.com/in/tv-show/auto-shankar,tv_show
Love Next Door,2024,"['Drama', ' Comedy', ' Romance']",8.2,1h 20min,,South Korea,['Netflix'],https://www.justwatch.com/in/tv-show/moms-friends-son,tv_show
Apharan,2018,"['Action & Adventure', ' Crime', ' Mystery & Thriller', ' Drama']",8.2,24min,,India,['Alt Balaji'],https://www.justwatch.com/in/tv-show/apharan,tv_show
Naruto Shippūden,2007,"['Science-Fiction', ' Animation', ' Action & Adventure', ' Fantasy', ' Comedy', ' Drama']",8.7,24min,U,Japan,['Crunchyroll'],https://www.justwatch.com/in/tv-show/naruto-shippuden,tv_show
The Rookie,2018,"['Drama', ' Comedy', ' Crime', ' Action & Adventure']",8.0,42min,,United States,['Crunchyroll'],https://www.justwatch.com/in/tv-show/the-rookie,tv_show
Demon Slayer: Kimetsu no Yaiba,2019,"['Action & Adventure', ' Science-Fiction', ' Fantasy', ' Mystery & Thriller', ' Animation']",8.6,26min,,Japan,['Crunchyroll'],https://www.justwatch.com/in/tv-show/demon-slayer-kimetsu-no-yaiba,tv_show
Dark,2017,"['Science-Fiction', ' Mystery & Thriller', ' Crime', ' Drama']",8.7,56min,,Germany,['Netflix'],https://www.justwatch.com/in/tv-show/dark,tv_show
Gandii Baat,2018,"['Drama', ' Crime', ' Mystery & Thriller']",3.4,44min,A,India,['Alt Balaji'],https://www.justwatch.com/in/tv-show/gandii-baat,tv_show
No Gain No Love,2024,"['Comedy', ' Romance', ' Drama']",7.9,1h 8min,,South Korea,['Amazon Prime Video'],https://www.justwatch.com/in/tv-show/no-gain-no-love,tv_show
Lost,2004,"['Mystery & Thriller', ' Action & Adventure', ' Drama', ' Fantasy', ' Science-Fiction']",8.3,43min,U,United States,['Amazon Prime Video'],https://www.justwatch.com/in/tv-show/lost,tv_show
Sunflower,2021,"['Crime', ' Comedy']",7.4,38min,A,India,['Zee5'],https://www.justwatch.com/in/tv-show/sunflower-2021,tv_show
Kaos,2024,"['Drama', ' Fantasy', ' Comedy', ' Science-Fiction']",7.5,50min,A,United Kingdom,['Netflix'],https://www.justwatch.com/in/tv-show/kaos,tv_show
Euphoria,2019,['Drama'],8.3,58min,A,United States,['Jio Cinema'],https://www.justwatch.com/in/tv-show/euphoria,tv_show
The Bear,2022,"['Drama', ' Comedy']",8.6,34min,,United States,['Hotstar'],https://www.justwatch.com/in/tv-show/the-bear,tv_show
Money Heist,2017,"['Action & Adventure', ' Crime', ' Drama', ' Mystery & Thriller', ' Made in Europe']",8.2,50min,,Spain,['Netflix'],https://www.justwatch.com/in/tv-show/paperhouse,tv_show
The Family Man,2019,"['Comedy', ' Drama', ' Action & Adventure', ' Mystery & Thriller']",8.7,45min,,India,['Amazon Prime Video'],https://www.justwatch.com/in/tv-show/the-family-man,tv_show
Tanaav,2022,"['Drama', ' Crime']",,34min,,India,['Sony Liv'],https://www.justwatch.com/in/tv-show/tanaav,tv_show
Terminator Zero,2024,"['Science-Fiction', ' Animation', ' Action & Adventure']",7.0,28min,A,"United States, Japan",['Netflix'],https://www.justwatch.com/in/tv-show/terminator-zero,tv_show
Industry,2020,['Drama'],7.3,57min,,"United States, United Kingdom",['Jio Cinema'],https://www.justwatch.com/in/tv-show/industry,tv_show
Hidden Love,2023,['Drama'],,45min,,China,['Netflix'],https://www.justwatch.com/in/tv-show/hidden-love,tv_show
Person of Interest,2011,"['Action & Adventure', ' Science-Fiction', ' Crime', ' Drama', ' Mystery & Thriller']",8.5,44min,U,United States,['Netflix'],https://www.justwatch.com/in/tv-show/person-of-interest,tv_show
Emily in Paris,2020,"['Comedy', ' Drama', ' Romance']",6.8,31min,,United States,['Netflix'],https://www.justwatch.com/in/tv-show/emily-in-paris,tv_show
Asur: Welcome to Your Dark Side,2020,"['Drama', ' Mystery & Thriller', ' Crime']",8.5,47min,,India,['Jio Cinema'],https://www.justwatch.com/in/tv-show/asur,tv_show
Peaky Blinders,2013,"['Drama', ' Crime']",8.8,58min,A,United Kingdom,['Netflix'],https://www.justwatch.com/in/tv-show/peaky-blinders,tv_show
The Flash,2014,"['Science-Fiction', ' Action & Adventure', ' Drama']",7.5,42min,,United States,['Amazon Prime Video'],https://www.justwatch.com/in/tv-show/the-flash,tv_show
Aashram,2020,"['Drama', ' Crime', ' Mystery & Thriller']",6.6,43min,,India,['MX Player'],https://www.justwatch.com/in/tv-show/aashram,tv_show
